age,エネルギー,たんぱく質,うち動物性,脂質,うち動物性,飽和脂肪酸,一価不飽和脂肪酸,n-6系脂肪酸,n-3系脂肪酸,コレステロール,炭水化物,食物繊維,うち水溶性,うち不溶性,ビタミンＡ,ビタミンＤ,ビタミンＥ,ビタミンＫ,ビタミンＢ1,ビタミンＢ2,ナイアシン,ビタミンＢ6,ビタミンＢ12,葉酸,パントテン酸,ビタミンＣ,ナトリウム,食塩相当量,食塩相当量,カリウム,カルシウム,マグネシウム,リン,鉄,亜鉛,銅,脂肪エネルギー比率,炭水化物エネルギー比率,動物性たんぱく質比率,year,gender
(再掲)20歳以上,2122.81883,75.95137,40.822283,59.232415,30.008737,15.492457,20.655609,10.362632,2.449105,338.021018,289.527734,15.129133,3.463709,11.042031,544.921588,8.224972,6.895484,251.503837,0.925472,1.203377,16.487922,1.21729,7.082062,309.079534,5.784403,97.58056,4289.32588,10.894888,5.243045,2387.90658,507.903692,262.347745,1056.79638,8.166665,8.876884,1.260255,24.773817,60.81252,51.771471,2014,Male
(再掲)75歳以上,1924.47501,70.416427,36.498552,46.407508,23.746634,12.125932,15.048399,7.964802,2.3988,301.593563,282.325725,16.09883,3.650931,11.854852,601.705677,9.839825,6.616979,258.563196,0.827329,1.188665,14.816766,1.222391,7.98298,329.519092,5.690501,121.296685,4134.03865,10.500458,5.547336,2500.71134,537.083346,263.170462,1025.72148,8.072331,8.144596,1.260185,21.541828,63.773561,49.521955,2014,Male
1～6歳,1360.75043,46.701766,26.523014,43.530375,22.633002,14.186587,14.410791,6.631253,1.287977,208.502687,191.498889,8.985286,2.226546,6.471068,417.708099,4.581023,4.487454,135.122258,0.596992,0.894004,7.576293,0.743984,3.343357,155.17383,4.184895,53.532956,2184.23578,5.547959,4.124985,1575.23398,468.360066,156.264577,732.647099,4.359865,5.588034,0.716286,28.204864,58.031127,55.368094,2015,Male
7～14歳,2086.70286,74.218463,42.584897,69.185038,38.045713,22.154207,23.213613,10.551684,1.984752,333.807676,283.907825,13.942241,3.38828,10.095822,597.554419,5.987921,6.450733,202.456854,0.949614,1.339101,12.513063,1.083619,5.194203,244.95054,6.358549,67.15894,3583.06983,9.100997,4.438432,2296.91299,689.355832,235.948092,1124.78375,6.909995,9.150128,1.122224,29.828143,55.834629,56.585674,2015,Male
15～19歳,2641.27856,92.553294,53.847456,86.95101,46.999468,24.550719,31.103286,14.544966,2.81031,458.332048,358.553081,15.385601,3.655071,11.325879,604.695612,6.851373,8.241899,268.9606,1.248099,1.416833,17.54285,1.332154,5.46793,295.503624,7.211294,88.714436,4426.67834,11.243763,4.336963,2506.05884,578.2052,266.433115,1258.12198,8.560298,11.551589,1.41366,29.690503,56.240743,56.828077,2015,Male
20～29歳,2222.44038,78.264604,43.538402,71.986361,37.727019,19.801183,25.664987,11.783154,2.301939,365.439569,298.91398,13.126301,3.120932,9.550665,512.701991,6.523662,6.515373,220.668169,1.017152,1.205554,15.364051,1.145702,5.195582,264.03688,5.816049,70.876644,4242.84355,10.776823,4.997885,2124.02172,473.42144,237.376502,1038.45301,7.615157,9.574058,1.203757,28.589511,57.342661,53.366523,2015,Male
30～39歳,2161.48917,74.77271,40.979184,65.746203,33.997993,17.595697,23.236466,11.033264,2.304138,336.751156,292.875404,13.349207,3.142773,9.736403,532.673378,6.477686,6.570056,217.948744,0.909707,1.115747,16.154298,1.134418,5.861309,262.973026,5.558026,70.279919,4250.69301,10.79676,5.038394,2179.54091,443.382086,242.992994,1012.59601,7.532221,9.078503,1.195876,27.214009,58.840531,52.79673,2015,Male
40～49歳,2168.44373,75.143303,40.071323,64.684381,31.850567,16.808546,22.964806,11.09408,2.419862,322.717896,290.752979,13.909312,3.287436,10.168823,493.771115,6.693507,6.629691,242.171042,0.947295,1.11393,16.9414,1.164224,5.557306,275.707658,5.667379,75.089161,4199.95356,10.667882,5.003802,2215.96256,458.804106,249.486909,1018.48243,7.541573,9.013592,1.191116,26.701342,59.386466,51.236176,2015,Male
50～59歳,2186.33854,77.565047,41.419141,63.060078,31.059778,16.338954,22.058901,11.117684,2.547195,354.535586,286.596269,14.829314,3.448395,10.784357,531.95783,7.868124,6.992463,252.624725,0.912724,1.226812,17.680369,1.234025,6.592692,305.573984,5.856109,87.675932,4460.5951,11.329912,5.309678,2372.4804,493.428955,271.365305,1078.88435,8.293141,8.965577,1.25628,25.981603,59.607574,52.244998,2015,Male
60～69歳,2179.72584,79.305283,42.525327,61.23142,31.0088,16.015741,21.042287,10.482185,2.677441,362.16803,288.370605,16.827448,3.861158,12.301694,625.020509,9.894897,7.67887,285.70052,0.976539,1.309463,17.939671,1.3426,7.875968,348.472362,6.163124,119.780052,4463.44669,11.337155,5.299156,2637.70783,550.243166,288.745033,1120.80287,8.894141,9.006172,1.309485,24.995536,60.332748,51.846987,2015,Male
70歳以上,1986.35823,73.972141,38.952097,51.941964,26.653551,13.548195,17.235897,8.912258,2.514209,316.641177,279.747493,17.030405,3.818205,12.538374,597.82438,10.007642,7.049679,282.542438,0.883477,1.277196,16.183704,1.309662,7.956365,350.723071,5.905944,132.208429,4245.41621,10.783357,5.528411,2634.73637,569.589686,279.395075,1073.22895,8.669922,8.402532,1.274626,23.075399,62.03423,50.60935,2015,Male
(再掲)20歳以上,2130.06255,76.35532,40.929102,61.065062,30.921297,16.046613,21.155668,10.442345,2.498571,340.064163,287.629741,15.386734,3.548161,11.256273,562.446977,8.414812,7.014681,259.385189,0.932955,1.225217,16.86362,1.247766,6.869603,313.666137,5.868495,100.971692,4321.07672,10.975535,5.257278,2431.89868,512.719878,267.71084,1065.93011,8.259524,8.898671,1.251082,25.479252,60.090592,51.727346,2015,Male
(再掲)75歳以上,1909.38782,70.247919,36.51664,48.691861,25.496902,12.853804,16.053853,8.234879,2.384143,294.243118,275.02977,16.516565,3.686864,12.159695,626.270654,9.785329,6.64224,270.365584,0.827364,1.24013,14.922421,1.236533,7.722576,338.477031,5.665116,126.79046,4082.51893,10.369598,5.53108,2524.60228,552.772429,267.610295,1025.84389,8.337757,8.085407,1.235397,22.476542,62.806789,50.0585,2015,Male
1～6歳,1243.91693,43.714386,24.716252,39.393453,21.112011,12.467913,13.075903,6.248147,1.205457,206.492749,175.111664,8.486466,2.072521,6.116555,385.346987,3.859428,4.021794,119.20911,0.56779,0.81202,7.413603,0.678716,2.867,149.519238,3.934251,51.37357,2077.22121,5.276142,4.30381,1446.58891,417.477147,143.472163,670.809965,4.228031,5.27612,0.668418,27.786287,58.178133,54.803737,2013,All
7～14歳,1942.36056,70.77601,40.943975,63.864951,35.265101,20.39688,21.253282,9.644693,1.901226,313.042578,264.000133,13.04191,3.20788,9.397371,538.321698,5.815853,5.896582,181.063856,0.892735,1.214651,12.151705,1.029602,4.962783,227.142691,6.022333,68.287878,3453.45477,8.771775,4.600417,2156.2213,637.790407,220.835209,1065.01925,6.615909,8.615994,1.054145,29.43706,55.898645,56.901116,2013,All
15～19歳,2169.93315,76.294561,43.753892,70.099001,37.596145,19.735327,24.996623,11.299611,2.135696,379.243795,297.986414,12.940588,3.057284,9.428053,509.075178,6.498959,6.56536,194.174884,0.962552,1.150568,14.083281,1.108079,4.881766,245.503727,5.790631,71.176178,3874.95858,9.842395,4.653638,2044.97663,467.610893,219.442463,1023.7277,7.326579,9.427116,1.17942,29.276788,56.407781,55.849337,2013,All
20～29歳,1889.32941,67.345461,37.444661,59.765133,30.977386,16.542447,21.192436,9.786599,1.992883,308.001302,257.734232,12.030376,2.882576,8.684799,416.636655,5.815552,5.952197,180.046018,0.888546,1.025927,13.706846,0.984034,5.110522,227.399183,4.983446,66.824007,3776.46615,9.592224,5.266659,1880.66873,424.531108,205.962278,900.115919,6.68916,8.125638,1.037273,28.309064,57.244314,53.553277,2013,All
30～39歳,1898.34746,68.637184,36.522368,58.354775,28.956275,15.748082,20.422532,10.206133,2.108792,315.143867,257.202393,12.987683,3.068256,9.410656,523.34483,6.062322,6.145604,211.264242,0.844432,1.051104,14.149713,1.027771,5.434338,247.690115,5.193738,69.393527,3844.62252,9.765341,5.604544,1998.48166,447.179426,225.771094,935.836135,7.214073,8.114673,1.089932,27.363484,57.999365,51.122669,2013,All
40～49歳,1862.03792,66.655301,35.697681,56.580982,28.742906,15.445865,19.917335,9.506691,2.039029,294.812849,250.820078,12.775511,3.033581,9.279631,449.230476,6.442902,5.850701,206.080676,0.823117,1.040046,14.496944,1.010049,5.256914,246.722296,5.06785,70.163128,3765.05395,9.563237,5.265783,1987.57875,430.669936,222.163925,916.01517,6.853896,7.807385,1.064802,27.192683,58.31388,51.724355,2013,All
50～59歳,1921.64123,70.728266,38.405837,56.280575,28.224143,14.837607,19.477717,9.748039,2.341434,322.959376,257.401138,14.135778,3.281006,10.289717,519.150178,7.817718,6.605382,224.350326,0.852278,1.122589,16.111956,1.14838,6.694471,290.517896,5.438265,92.667772,4036.24338,10.252058,5.43669,2282.10199,481.914971,250.400469,994.158889,7.702381,8.013988,1.145006,26.322235,58.840262,52.347545,2013,All
60～69歳,1946.14292,73.518754,39.239119,54.905796,27.215216,14.374596,18.504116,9.514342,2.493966,327.178401,267.224779,16.495887,3.744312,12.096046,550.336265,9.190746,7.186481,262.687722,0.87109,1.213948,16.237752,1.246893,7.24611,331.40521,5.758719,122.742936,4272.51519,10.852189,5.6837,2551.13077,544.610408,271.411562,1052.9586,8.35575,8.216453,1.222433,25.207439,59.548486,51.545621,2013,All
70歳以上,1830.08922,69.312624,36.253985,48.025354,24.37802,12.718903,15.841597,8.27871,2.277701,288.949339,265.834556,16.325026,3.715756,11.989973,574.625627,9.143361,6.728002,245.746561,0.843098,1.211226,14.761035,1.211417,7.376949,333.428366,5.559379,127.882472,4070.56648,10.339239,5.744188,2522.28891,552.464934,263.55556,1013.56378,8.201837,7.821401,1.207886,23.340867,61.453674,50.353805,2013,All
(再掲)20歳以上,1887.14317,69.779622,37.271653,54.314674,27.35461,14.505813,18.597998,9.316354,2.252698,308.01467,260.849149,14.720997,3.403062,10.749639,522.174422,7.884385,6.538062,230.362291,0.85156,1.137158,15.076937,1.137177,6.49283,293.857641,5.415765,100.377291,4009.98164,10.185353,5.554427,2292.51245,497.915164,247.45145,985.158347,7.705416,7.995449,1.150883,25.692323,59.39136,51.485961,2013,All
(再掲)75歳以上,1762.1607,66.041831,34.18718,44.507834,22.390077,11.741626,14.58055,7.778409,2.169231,273.203348,261.599096,15.665967,3.549864,11.529276,543.775076,8.785644,6.374506,227.388959,0.799496,1.160577,13.858188,1.153109,7.215882,319.824191,5.341444,122.610074,3929.00711,9.979678,5.764741,2412.8429,527.127901,251.947869,966.854787,7.861475,7.433561,1.168149,22.522318,62.423125,49.80511,2013,All
1-6歳,1301.961,44.276359,24.710303,41.070184,21.085018,12.691416,13.476301,6.411909,1.242039,195.975305,184.897311,8.673451,2.076673,6.302926,444.723797,3.885467,4.323502,119.090827,0.535876,0.83645,7.55216,0.695531,3.280941,154.24664,3.952578,47.844832,2101.09784,5.336789,4.098598,1429.12805,416.904964,144.866726,678.07432,4.361046,5.400404,0.706205,27.713486,58.745884,53.626634,2017,Male
7-14歳,2131.88252,76.281297,43.914152,70.591819,38.863477,22.065794,23.543693,11.059646,2.060978,317.301318,289.518107,14.117253,3.417452,10.288531,541.992592,6.036095,6.567086,208.428768,0.984499,1.377477,13.238355,1.123846,5.030337,242.594921,6.545806,70.731165,3531.52629,8.970077,4.292327,2337.59379,697.740086,241.475288,1147.48953,7.046291,9.507757,1.161377,29.626276,56.030532,56.572653,2017,Male
15-19歳,2485.51433,90.067024,54.96348,79.876765,44.623462,21.908962,28.473752,13.04632,2.525778,451.522085,338.163606,13.870667,3.309888,10.133174,574.373738,7.17314,7.318867,244.586787,1.138014,1.340574,16.437029,1.269567,6.179495,274.895319,6.814901,80.066943,4061.54824,10.316333,4.252388,2300.72088,527.700113,243.56383,1183.62416,8.053863,10.902036,1.336303,28.784431,56.584725,59.367219,2017,Male
20-29歳,2110.66337,73.894995,41.780034,69.03043,35.085371,18.569818,24.733944,11.682713,2.116892,357.481658,281.497958,12.800314,3.206438,9.137409,508.023767,5.030518,6.534885,201.488936,0.94775,1.154634,14.903618,1.083352,5.007301,260.638224,5.470397,71.143201,4029.65948,10.235335,5.050495,2001.64977,435.217712,217.695886,963.329493,7.310042,8.865909,1.134688,29.223202,56.507401,55.044566,2017,Male
30-39歳,2134.3667,74.678425,41.376324,66.639999,34.069749,18.053765,24.045578,11.569832,2.267574,344.850394,284.608182,13.146891,3.136011,9.618321,516.150444,5.875918,6.779608,214.512519,0.942062,1.10056,15.861813,1.119931,5.169498,248.418742,5.574487,65.714854,4028.09812,10.231369,4.902149,2074.07745,434.790075,234.38332,1000.14674,7.335375,9.099403,1.179253,27.822544,58.042382,53.198708,2017,Male
40-49歳,2153.00707,74.026158,39.914395,66.745884,34.202529,17.761591,23.873443,11.528655,2.325183,317.6072,282.50401,13.532698,3.231016,9.823377,467.525412,6.266184,6.604139,218.757933,0.938816,1.124501,16.190942,1.134778,5.325101,260.222453,5.509483,74.39779,4124.2959,10.475712,5.01216,2128.10859,447.486202,239.494618,995.837948,7.490164,8.825845,1.162072,27.668021,58.375154,52.180687,2017,Male
50-59歳,2164.37091,79.295447,44.73395,65.012523,34.114446,16.690898,23.049239,11.209244,2.615026,371.321663,279.848361,14.260494,3.364337,10.39237,488.287913,8.140098,6.954023,259.04214,0.940268,1.237413,17.892215,1.257733,6.726042,292.359926,5.985439,83.511332,4257.26028,10.813441,5.113914,2335.59047,483.648395,262.082929,1078.24245,8.167016,9.182497,1.242531,26.740104,58.511736,54.385011,2017,Male
60-69歳,2218.37608,80.57778,43.275099,66.011783,32.634096,17.21305,23.085728,11.812156,2.714841,369.698961,288.08093,16.318543,3.861108,11.945063,569.604401,8.248144,7.608654,270.539286,0.99877,1.311972,17.529526,1.318557,6.918653,323.213972,6.226943,104.863364,4475.1257,11.366819,5.21066,2580.83667,554.016958,285.11782,1133.28866,8.720325,9.217031,1.305618,26.596454,58.776997,52.27607,2017,Male
70-79歳,2103.14764,78.230671,41.593683,58.279283,29.705933,15.253709,19.660379,10.114261,2.600722,350.173748,285.73335,17.493548,3.978587,12.813124,565.698169,9.281177,7.258941,263.237498,0.935941,1.297506,16.813135,1.337104,7.541603,343.00632,6.166377,126.173824,4391.59512,11.154652,5.388713,2676.29301,583.128486,286.825975,1126.00051,8.925996,8.742976,1.287315,24.632008,60.408469,51.471729,2017,Male
80歳以上,1934.86101,70.821734,36.373149,50.935017,26.0453,13.647081,16.722074,8.969099,2.245266,298.929458,279.704756,16.800279,3.81118,12.449,611.18992,8.963981,6.678121,255.486601,0.892707,1.263406,14.551171,1.28267,6.881725,340.424492,5.977102,134.460076,4081.28985,10.366476,5.423827,2603.22239,583.740626,268.804109,1046.73545,8.370604,8.322556,1.253811,23.385586,61.967473,49.541485,2017,Male
(再掲)20歳以上,2134.0431,76.738745,41.644106,63.517988,32.347946,16.754803,22.251842,11.065593,2.470045,347.232792,283.820464,15.153533,3.561431,11.067029,532.113217,7.613973,7.010377,245.155722,0.948045,1.224571,16.547398,1.236389,6.373593,299.406649,5.898311,95.885859,4244.66495,10.781449,5.165988,2381.76545,510.167487,261.475542,1063.50384,8.161771,8.934738,1.235315,26.501584,58.990097,52.504608,2017,Male
(再掲)65-74歳,2191.63785,79.950444,42.485269,63.200922,31.331839,16.650032,21.680665,10.971163,2.686925,370.418862,289.297824,17.035289,3.965351,12.469915,552.146381,8.807036,7.570002,266.32366,0.98734,1.343622,17.263994,1.333763,7.465101,339.821482,6.242954,115.766287,4508.06435,11.450483,5.322743,2646.28971,583.156272,290.467417,1146.25219,8.923384,9.055271,1.315641,25.70703,59.615065,51.576463,2017,Male
(再掲)75歳以上,1979.77551,73.608372,38.511709,53.043903,27.627565,14.0906,17.574698,9.314855,2.36063,319.02288,279.960203,16.951338,3.818473,12.508077,586.836363,9.026183,6.774072,257.079403,0.891145,1.261913,15.445436,1.297121,7.166299,336.390903,6.024659,129.356708,4172.31629,10.597683,5.407846,2620.77533,580.654578,273.40029,1075.9007,8.560981,8.425233,1.247704,23.748754,61.344468,50.492659,2017,Male
1-6歳,1253.02659,42.849916,24.070679,39.827229,20.71865,12.287023,13.098093,6.187065,1.192323,195.086635,177.031813,8.446808,2.024609,6.136892,450.268043,3.807446,4.136685,115.719954,0.525407,0.799402,7.347102,0.671059,3.157665,151.741319,3.799605,47.115684,2075.15435,5.270892,4.202195,1380.38718,394.091606,139.497276,651.427295,4.251076,5.262162,0.679211,27.63182,58.760663,54.137075,2017,All
7-14歳,2022.52591,72.147555,41.727678,66.991824,36.88857,21.084033,22.457931,10.390341,1.981941,311.81398,274.984047,13.572477,3.269279,9.884239,527.800695,5.743223,6.367156,188.335449,0.926854,1.311625,12.467996,1.061546,5.213334,234.812654,6.194105,69.7665,3402.6823,8.642813,4.34313,2223.85482,673.132557,228.350207,1087.94125,6.78741,8.908096,1.098511,29.63202,56.058514,57.038659,2017,All
15-19歳,2184.41687,78.780933,46.985876,73.105255,40.060184,20.725213,25.965316,11.770038,2.180307,407.18217,292.059884,12.97197,3.108963,9.463816,530.287735,6.071819,6.7963,217.826247,0.995689,1.243889,14.129587,1.120615,4.921341,254.750166,6.053137,73.928823,3726.02017,9.464091,4.49255,2109.17286,494.859445,222.427473,1057.7592,7.364388,9.584703,1.184357,29.975862,55.443626,58.008913,2017,All
20-29歳,1912.49732,68.348006,38.837491,63.927629,32.307998,17.529759,22.702097,10.609279,2.006184,343.484203,253.362128,12.32737,3.035889,8.869035,468.279407,5.004975,6.194055,198.747646,0.853878,1.106219,13.470212,1.009322,4.561505,244.477591,5.15807,69.493675,3626.17013,9.210472,5.002959,1903.60247,427.874057,204.562,906.278749,6.888698,8.111664,1.057295,29.811176,55.661315,55.155623,2017,All
30-39歳,1911.43289,67.231718,36.41957,60.929811,30.498203,16.797284,21.568017,10.429555,2.069261,317.183815,256.417622,12.845432,3.066508,9.402831,477.480338,5.595215,6.434407,204.463823,0.847923,1.052554,14.027366,1.021883,4.664822,237.127006,5.167939,65.527931,3700.09659,9.398245,5.086015,1978.00341,427.814823,218.953362,923.924934,6.848371,8.092546,1.080269,28.486512,57.30109,51.985751,2017,All
40-49歳,1915.41309,67.41523,36.282188,61.508326,30.881758,16.701734,21.793463,10.470548,2.090887,307.309585,251.709024,13.237997,3.177868,9.61474,468.425665,5.849877,6.432321,214.268498,0.859644,1.099042,14.66579,1.048529,4.928607,254.990575,5.200453,75.818688,3727.09771,9.466828,5.073939,2050.35064,445.919772,225.496646,928.863387,7.129644,7.9426,1.074878,28.668368,57.093142,51.794866,2017,All
50-59歳,1923.71103,71.719699,39.564703,60.899648,30.695177,16.233317,21.108911,10.466945,2.310338,338.82622,250.529145,14.30676,3.406635,10.42662,494.231917,7.317195,6.802893,245.469669,0.878617,1.188158,15.716278,1.147303,5.759722,286.175377,5.592693,87.555917,3824.41378,9.714011,5.179652,2279.16072,498.429477,248.195014,1008.12054,7.718055,8.203072,1.139576,28.343867,56.585478,53.359322,2017,All
60-69歳,1996.43709,74.671608,39.845811,61.82928,30.313289,16.371859,21.306617,10.892487,2.508303,347.269465,262.650124,16.418052,3.848934,12.0096,560.423754,7.994728,7.440602,267.099044,0.939877,1.272511,16.13954,1.247651,6.395495,322.616207,5.902411,114.355112,4158.25314,10.561963,5.395511,2544.11786,552.755411,272.896587,1070.42853,8.427455,8.442327,1.224543,27.704266,57.171635,51.893531,2017,All
70-79歳,1908.70024,72.922619,38.544076,54.720914,27.460213,14.501631,18.355387,9.551779,2.407725,321.891027,264.296889,17.367903,3.976718,12.715628,584.302145,8.989097,7.113633,264.33056,0.890335,1.268677,15.53626,1.272182,6.916119,343.877755,5.890933,134.010332,4080.30112,10.363965,5.500451,2630.88748,582.373548,274.873415,1065.63994,8.66444,8.17331,1.228637,25.541527,59.074068,51.065534,2017,All
80歳以上,1735.68787,64.976448,33.636359,47.218823,24.026235,12.788105,15.465404,8.163791,2.077402,277.168666,252.180535,15.533967,3.549874,11.432546,542.907634,8.251512,6.195403,243.694596,0.805843,1.184354,13.324437,1.148507,6.139417,317.440766,5.420537,122.962407,3719.24785,9.44689,5.552649,2388.15751,545.878511,245.857612,959.397766,7.731361,7.536083,1.135477,24.175337,60.804671,50.004928,2017,All
(再掲)20歳以上,1913.88436,70.445957,37.893458,58.866885,29.457046,15.820076,20.338999,10.156715,2.262087,323.866122,256.953074,14.980225,3.521195,10.93948,522.27156,7.273339,6.789222,240.306099,0.878074,1.185116,15.010422,1.152266,5.808398,294.417896,5.554187,99.962319,3888.89004,9.877781,5.282587,2314.75138,509.041202,248.111753,997.560988,7.79716,8.118928,1.150836,27.430684,57.704703,51.994229,2017,All
(再掲)65-74歳,1955.68706,73.652449,38.90666,58.421508,28.884917,15.589457,19.82454,10.107546,2.453951,336.941089,263.362645,16.929327,3.932404,12.388428,571.682816,8.538078,7.277618,264.534235,0.92039,1.276794,15.66592,1.255433,6.700656,336.507159,5.887551,123.986497,4151.44514,10.544671,5.497374,2579.44102,571.291309,274.525091,1069.17992,8.544409,8.27021,1.228456,26.656677,58.120712,51.280175,2017,All
(再掲)75歳以上,1808.44864,68.601443,35.924415,50.039972,25.591457,13.415798,16.517717,8.690044,2.218836,297.504209,258.445547,16.386261,3.734421,12.037864,556.154583,8.592897,6.541148,253.382264,0.838614,1.229444,14.365506,1.208282,6.594328,328.853238,5.655764,129.05581,3867.66549,9.82387,5.505143,2506.7163,565.592097,258.161274,1009.55331,8.184022,7.855042,1.17896,24.557145,60.22207,50.482442,2017,All
1-6歳,1198.25341,41.253272,23.354737,38.435966,20.308568,11.834378,12.674758,5.935393,1.136674,194.091932,168.227819,8.193122,1.966333,5.951048,456.473818,3.720115,3.927578,111.946875,0.513688,0.757933,7.117577,0.643668,3.019681,148.937068,3.628379,46.299534,2046.11532,5.197133,4.318153,1325.83064,368.556199,133.487153,621.600795,4.127984,5.107427,0.648995,27.540409,58.777205,54.708421,2017,Female
7-14歳,1903.34952,67.642621,39.344866,63.068564,34.736324,20.014113,21.274673,9.660935,1.895808,305.833902,259.144888,12.978782,3.1078,9.443643,512.334424,5.424052,6.149273,166.437833,0.864033,1.23986,11.628462,0.993652,5.412763,226.331571,5.810821,68.715212,3262.26865,8.286162,4.398494,2099.90256,646.315371,214.046547,1023.04577,6.505282,8.254588,1.03,29.63828,56.089008,57.54651,2017,Female
15-19歳,1885.43982,67.57432,39.064452,66.381432,35.529042,19.549801,23.474545,10.502744,1.837269,363.154507,246.280837,12.079602,2.909454,8.799171,486.512197,4.978253,6.277413,191.254162,0.854366,1.147884,11.838394,0.972712,3.672046,234.74688,5.296738,67.83393,3392.85497,8.617852,4.731022,1918.97377,462.250049,201.439965,932.780627,6.679768,8.276646,1.03348,31.158902,54.310563,56.660172,2017,Female
20-29歳,1694.41508,62.24353,35.599216,58.311985,29.251491,16.385171,20.466043,9.427961,1.88435,328.07997,222.398576,11.806894,2.848199,8.57369,424.540638,4.976866,5.81897,195.730849,0.750572,1.052939,11.892746,0.927853,4.070904,226.69277400000001,4.814353,67.678367,3182.12908,8.082608,4.950645,1795.70118,419.792347,190.108126,843.494261,6.425008,7.281616,0.972123,30.458243,54.730195,55.277841,2017,Female
30-39歳,1684.98277,59.667555,31.384635,55.129558,26.870323,15.520985,19.051378,9.271292,1.86782,289.080855,227.782417,12.539219,2.995908,9.183943,438.200293,5.310085,6.083762,194.256631,0.752301,1.003791,12.163985,0.922289,4.152186,225.657167,4.754978,65.33806,3366.92153,8.551981,5.272782,1880.414,420.729552,203.280028,846.500896,6.353685,7.069807,0.979724,29.160953,56.548106,50.753663,2017,Female
40-49歳,1703.55462,61.520378,33.043411,56.838085,27.920684,15.756677,19.93878,9.527051,1.881969,298.127379,224.249664,12.975216,3.130476,9.428703,469.228404,5.478663,6.279114,210.265346,0.789048,1.076341,13.305839,0.971621,4.575061,250.325398,4.924896,77.085679,3372.92292,8.567224,5.129026,1981.01521,444.523014,213.014896,869.143323,6.808175,7.155025,0.997129,29.560359,55.949994,51.450836,2017,Female
50-59歳,1723.84096,65.427976,35.2716,57.48387,27.855444,15.853291,19.497452,9.850459,2.057292,311.838479,226.179287,14.345185,3.441764,10.455065,499.168462,6.633768,6.677378,234.197617,0.827416,1.147251,13.909144,1.055591,4.957186,281.039057,5.266513,90.914979,3464.93108,8.800925,5.234248,2232.29533,510.70529,236.660983,949.883689,7.345189,7.389652,1.05407,29.675806,54.985704,52.507478,2017,Female
60-69歳,1793.82827,69.279845,36.715203,58.01106,28.194618,15.603934,19.682462,10.052918,2.319755,326.793506,239.43426,16.508895,3.837821,12.068515,552.042711,7.763383,7.287188,263.958435,0.886114,1.236487,14.870618,1.182921,5.917903,322.070505,5.606145,123.02016,3868.97915,9.827207,5.564262,2510.59714,551.60374,261.739784,1013.04332,8.160094,7.735097,1.150529,28.715591,55.706094,51.544311,2017,Female
70-79歳,1750.19336,68.595677,36.058139,51.820254,25.629579,13.888562,17.291601,9.093263,2.250401,298.835918,246.822618,17.265482,3.975194,12.636152,599.467472,8.751004,6.995182,265.221586,0.853158,1.245176,14.495395,1.21926,6.406247,344.58812,5.666401,140.398385,3826.54488,9.719424,5.591535,2593.87444,581.758148,265.130096,1016.43606,8.451229,7.708938,1.180804,26.282935,57.98631,50.734418,2017,Female
80歳以上,1588.47293,60.656019,31.613514,44.472071,22.533883,12.153209,14.53656,7.568563,1.953328,261.084602,231.836545,14.597998,3.356734,10.681253,492.438118,7.724905,5.838611,234.978767,0.741639,1.125924,12.417721,1.049344,5.590755,300.452795,5.009163,114.46413,3451.6516,8.767195,5.647866,2229.19651,517.893469,228.897158,894.843829,7.258878,6.954776,1.048013,24.759067,59.94521,50.347472,2017,Female
(再掲)20歳以上,1719.88735,64.900949,34.588504,54.768479,26.909675,14.996425,18.65346,9.35584,2.07884,303.276141,233.278366,14.827513,3.48574,10.827088,513.599397,6.973183,6.594348,236.032762,0.816418,1.150349,13.656087,1.078139,5.310366,290.021962,5.250955,103.554368,3575.39228,9.081496,5.385331,2255.70067,508.048755,236.335998,939.454201,7.475875,7.400062,1.076396,28.249377,56.572054,51.544499,2017,Female
(再掲)65-74歳,1759.06141,68.40412,35.924486,54.438662,26.845815,14.705644,18.277769,9.387865,2.259806,309.042944,241.749996,16.841026,3.904948,12.320522,587.963178,8.313945,7.033966,263.043048,0.864598,1.221104,14.334193,1.190158,6.063619,333.745222,5.591382,130.836672,3854.26247,9.789827,5.6429,2523.73378,561.40384,261.239819,1004.95303,8.228596,7.615992,1.155802,27.448049,56.875418,51.033268,2017,Female
(再掲)75歳以上,1671.38714,64.595899,33.854579,47.636827,23.962571,12.875956,15.672132,8.190195,2.1054,280.289272,241.233822,15.9342,3.66718,11.661694,531.609158,8.246268,6.354809,250.424553,0.796589,1.203468,13.501561,1.137211,6.136751,322.823106,5.360648,128.815091,3623.94486,9.20482,5.582981,2415.46909,553.542113,245.970061,956.475395,7.882455,7.39889,1.123965,25.203859,59.324151,50.474268,2017,Female
(再掲)妊婦,1653.15377,60.870752,30.962658,54.446516,26.053371,14.203731,18.729777,10.32206,2.112409,295.048452,224.359977,13.30739,3.182806,9.672023,445.480194,5.637352,6.201035,296.878387,0.77378,1.029701,11.373155,0.921005,4.134055,253.073452,4.917479,63.164,3391.87906,8.615373,5.262205,1863.71781,436.424355,201.704323,863.272581,6.798587,7.410158,1.026414,29.486938,55.744173,48.894435,2017,Female
